studyName	Date GMT	Event Number	Station Name	Depth (m)	Abundance	Thymidine Incorp. (pmol/L/hr)	Leucine Incorp. (pmol/L/hr)
PAL0405	11/24/2004	49	E	15	326000000	0.46	8.33
PAL0405	11/24/2004	49	E	30	356000000	0.42	9.37
PAL0405	11/24/2004	49	E	50	237000000	0.06	2.94
PAL0405	11/24/2004	50	B	0	292000000	0.43	9.7
PAL0405	11/24/2004	50	B	15	320000000	0.61	10.66
PAL0405	11/24/2004	50	B	30	313000000	0.6	10.06
PAL0405	11/24/2004	50	B	50	224000000	0.2	3.09
PAL0405	11/30/2004	62	E	0	444000000	0.47	14.59
PAL0405	11/30/2004	62	E	15	441000000	0.49	12.48
PAL0405	11/30/2004	62	E	30	314000000	0.12	2.98
PAL0405	11/30/2004	62	E	50	309000000	0.27	2.44
PAL0405	11/30/2004	63	B	0	461000000	0.42	18.87
PAL0405	11/30/2004	63	B	15	476000000	0.85	11.68
PAL0405	11/30/2004	63	B	30	452000000	0.47	8.48
PAL0405	11/30/2004	63	B	50	306000000	0.23	3.99
PAL0405	12/6/2004	73	B	0	537000000	1.01	29.23
PAL0405	12/6/2004	73	B	15	597000000	0.25	10.89
PAL0405	12/6/2004	73	B	30	-999	0.4	8.94
PAL0405	12/6/2004	73	B	50	445000000	0.07	2.42
PAL0405	12/9/2004	77	B	0	513000000	0.13	12.86
PAL0405	12/9/2004	77	B	15	-999	0.23	13.55
PAL0405	12/9/2004	77	B	30	512000000	0.09	6.04
PAL0405	12/9/2004	77	B	60	380000000	0.14	3.83
PAL0405	12/20/2004	90	A 	0	155000000	0.52	16.47
PAL0405	12/20/2004	90	A 	0	130000000	0.66	15.79
PAL0405	12/22/2004	93	B	0	158000000	0.01	2.81
PAL0405	12/22/2004	93	B	15	123000000	0.08	5.63
PAL0405	12/22/2004	93	B	30	118000000	0.05	2.54
PAL0405	12/22/2004	93	B	50	124000000	0	0.95
PAL0405	12/22/2004	94	E	0	170000000	0.39	10.13
PAL0405	12/22/2004	94	E	15	122000000	0.05	1.74
PAL0405	12/22/2004	94	E	30	176000000	0.03	0.93
PAL0405	12/22/2004	94	E	50	195000000	0.07	1.92
PAL0405	12/26/2004	99	B	0	587000000	1.21	37.66
PAL0405	12/26/2004	99	B	15	646000000	1.01	48.19
PAL0405	12/26/2004	99	B	30	414000000	0.62	23.03
PAL0405	12/26/2004	99	B	50	350000000	0.18	5.1
PAL0405	12/27/2004	103	E	0	611000000	1.17	35.77
PAL0405	12/27/2004	103	E	15	607000000	1.45	33.78
PAL0405	12/27/2004	103	E	30	516000000	0.95	21.48
PAL0405	12/27/2004	103	E	50	417000000	0.29	7.1
PAL0405	12/30/2004	105	E	0	387000000	0.11	10.12
PAL0405	12/30/2004	105	E	15	370000000	0.37	11.98
PAL0405	12/30/2004	105	E	30	412000000	0.43	4.23
PAL0405	12/30/2004	105	E	60	377000000	0.31	5.31
PAL0405	12/30/2004	106	B	0	493000000	0.68	15.63
PAL0405	12/30/2004	106	B	15	385000000	1	14.15
PAL0405	12/30/2004	106	B	30	479000000	0.79	12.18
PAL0405	12/30/2004	106	B	60	341000000	0.17	4.41
PAL0405	1/6/2005	116	E	0	345000000	0.16	10.95
PAL0405	1/6/2005	116	E	15	226000000	0.12	12.36
PAL0405	1/6/2005	116	E	30	311000000	0.25	14.82
PAL0405	1/6/2005	116	E	60	289000000	0.16	8.16
PAL0405	1/6/2005	117	B	0	230000000	0.24	18.41
PAL0405	1/6/2005	117	B	15	341000000	0.28	16.62
PAL0405	1/6/2005	117	B	30	341000000	0.22	9.94
PAL0405	1/6/2005	117	B	60	315000000	0.18	9.27
PAL0405	1/11/2005	122	E	0	313000000	0.22	6.51
PAL0405	1/11/2005	122	E	15	277000000	0.12	3.44
PAL0405	1/11/2005	122	E	30	253000000	0.38	3.77
PAL0405	1/11/2005	122	E	60	183000000	0.18	1.58
PAL0405	1/11/2005	123	B	0	235000000	1.49	16.55
PAL0405	1/11/2005	123	B	15	240000000	1.32	12.66
PAL0405	1/11/2005	123	B	30	230000000	0.6	6.04
PAL0405	1/11/2005	123	B	60	187000000	0.3	2.28
PAL0405	1/14/2005	124	E	0	341000000	0.36	18.27
PAL0405	1/14/2005	124	E	15	287000000	0.09	8.9
PAL0405	1/14/2005	124	E	30	214000000	0.03	6.54
PAL0405	1/14/2005	124	E	60	204000000	0.05	4.68
PAL0405	1/14/2005	125	B	0	245000000	0.05	12.08
PAL0405	1/14/2005	125	B	15	297000000	0.07	15.49
PAL0405	1/14/2005	125	B	30	239000000	0.03	3.71
PAL0405	1/14/2005	125	B	60	209000000	0.16	3.5
PAL0405	1/17/2005	127	E	0	333000000	0.43	14.76
PAL0405	1/17/2005	127	E	15	422000000	0.57	17.27
PAL0405	1/17/2005	127	E	30	430000000	0.58	16.74
PAL0405	1/17/2005	127	E	60	241000000	0.26	5.41
PAL0405	1/17/2005	128	B	0	285000000	0.43	12.73
PAL0405	1/17/2005	128	B	15	357000000	0.24	10.91
PAL0405	1/17/2005	128	B	30	307000000	0.34	7.94
PAL0405	1/17/2005	128	B	60	244000000	0.24	5.48
PAL0405	1/21/2005	136	E	0	420000000	0.37	20.05
PAL0405	1/21/2005	136	E	15	392000000	0.54	10.84
PAL0405	1/21/2005	136	E	30	331000000	0.35	8.89
PAL0405	1/21/2005	136	E	60	268000000	0.33	5.22
PAL0405	1/21/2005	137	B	0	364000000	0.65	18.14
PAL0405	1/21/2005	137	B	15	369000000	0.34	12.67
PAL0405	1/21/2005	137	B	30	351000000	0.83	7.26
PAL0405	1/21/2005	137	B	60	273000000	0.24	4.47
PAL0405	1/24/2005	138	E	0	438000000	0.73	36.76
PAL0405	1/24/2005	138	E	15	504000000	0.96	25.48
PAL0405	1/24/2005	138	E	30	-999	0.55	12.76
PAL0405	1/24/2005	138	E	60	280000000	0.41	5.01
PAL0405	1/24/2005	139	B	0	372000000	1.93	38.54
PAL0405	1/24/2005	139	B	15	425000000	1.35	29.88
PAL0405	1/24/2005	139	B	30	412000000	1.1	18.54
PAL0405	1/24/2005	139	B	60	297000000	0.38	6.69
PAL0405	1/28/2005	140	E	0	466000000	1.66	30.86
PAL0405	1/28/2005	140	E	15	387000000	2.55	46.67
PAL0405	1/28/2005	140	E	30	332000000	0.16	3.58
PAL0405	1/28/2005	140	E	60	240000000	0.24	5.32
PAL0405	1/28/2005	141	B	0	415000000	0.55	10.93
PAL0405	1/28/2005	141	B	15	383000000	0.27	4.95
PAL0405	1/28/2005	141	B	30	327000000	1.1	18.54
PAL0405	1/28/2005	141	B	60	247000000	0.38	6.69
PAL0405	2/5/2005	142	E	0	388000000	0.45	63.45
PAL0405	2/5/2005	142	E	15	460000000	0.13	7.94
PAL0405	2/5/2005	142	E	30	414000000	0.05	4.72
PAL0405	2/5/2005	142	E	60	214000000	0.07	2.66
PAL0405	2/5/2005	143	B	0	374000000	0.87	54.85
PAL0405	2/5/2005	143	B	15	530000000	0.32	12.05
PAL0405	2/5/2005	143	B	30	316000000	0.19	7.07
PAL0405	2/5/2005	143	B	60	268000000	0.15	4.69
PAL0405	2/9/2005	157	E	0	388000000	0.58	15.84
PAL0405	2/9/2005	157	E	15	370000000	0.21	16.57
PAL0405	2/9/2005	157	E	30	338000000	0.12	4.95
PAL0405	2/9/2005	157	E	60	254000000	0.09	2.84
PAL0405	2/9/2005	158	B	0	391000000	0.52	23.57
PAL0405	2/9/2005	158	B	15	496000000	0.75	26.82
PAL0405	2/9/2005	158	B	30	355000000	0.39	11.68
PAL0405	2/9/2005	158	B	60	267000000	0.19	3.43
PAL0405	2/14/2005	170	E	0	451000000	0.37	19.15
PAL0405	2/14/2005	170	E	15	409000000	0.22	11.97
PAL0405	2/14/2005	170	E	30	406000000	0.25	17.02
PAL0405	2/14/2005	170	E	60	294000000	0.2	8.05
PAL0405	2/14/2005	171	B	0	451000000	0.36	11.97
PAL0405	2/14/2005	171	B	15	521000000	0.4	17.34
PAL0405	2/14/2005	171	B	30	396000000	0.47	14.02
PAL0405	2/14/2005	171	B	60	225000000	0.37	7.22
PAL0405	2/17/2005	172	E	0	510000000	0.21	9.18
PAL0405	2/17/2005	172	E	15	545000000	0.16	10.09
PAL0405	2/17/2005	172	E	30	396000000	0.09	6.74
PAL0405	2/17/2005	172	E	60	227000000	0.04	2.48
PAL0405	2/17/2005	173	B	0	489000000	0.25	12.09
PAL0405	2/17/2005	173	B	15	432000000	0.31	9.64
PAL0405	2/17/2005	173	B	30	437000000	0.46	8.73
PAL0405	2/17/2005	173	B	60	284000000	0.07	2.69
PAL0405	2/21/2005	175	E	0	504000000	0.19	10.37
PAL0405	2/21/2005	175	E	15	446000000	0.37	9.96
PAL0405	2/21/2005	175	E	30	355000000	0.02	3.61
PAL0405	2/21/2005	175	E	60	217000000	0.05	1.57
PAL0405	2/21/2005	176	B	0	465000000	0.63	15.6
PAL0405	2/21/2005	176	B	15	476000000	0.26	9.82
PAL0405	2/21/2005	176	B	30	447000000	0.28	5.04
PAL0405	2/21/2005	176	B	60	496000000	0.06	2.56
PAL0405	2/24/2005	185	E	0	339000000	0.26	10.96
PAL0405	2/24/2005	185	E	15	564000000	0.67	18.94
PAL0405	2/24/2005	185	E	30	339000000	0.09	4.56
PAL0405	2/24/2005	185	E	60	267000000	-0.33	1.98
PAL0405	2/24/2005	186	B	0	534000000	0.89	20.55
PAL0405	2/24/2005	186	B	15	567000000	0.94	21.9
PAL0405	2/24/2005	186	B	30	501000000	0.38	8.19
PAL0405	2/24/2005	186	B	60	708000000	0.1	2.44
PAL0405	2/28/2005	203	E	0	575000000	0.42	15.53
PAL0405	2/28/2005	203	E	15	510000000	0.47	15.08
PAL0405	2/28/2005	203	E	30	408000000	0.23	6.59
PAL0405	2/28/2005	203	E	60	246000000	-0.86	5.2
PAL0405	2/28/2005	204	B	0	747000000	1.54	38.12
PAL0405	2/28/2005	204	B	15	470000000	0.38	9.59
PAL0405	2/28/2005	204	B	30	275000000	0.1	6.86
PAL0405	2/28/2005	204	B	60	216000000	1.31	11.66
PAL0405	3/4/2005	206	E	0	410000000	0.51	24.16
PAL0405	3/4/2005	206	E	15	406000000	0.52	22.09
PAL0405	3/4/2005	206	E	30	332000000	0.28	12.79
PAL0405	3/4/2005	206	E	60	190000000	0.09	8.18
PAL0405	3/4/2005	207	B	0	510000000	1.22	35.76
PAL0405	3/4/2005	207	B	15	658000000	0.83	29.23
PAL0405	3/4/2005	207	B	30	367000000	0.35	13.81
PAL0405	3/4/2005	207	B	60	379000000	0.3	12.79
PAL0405	3/7/2005	216	E	0	555000000	0.69	27.58
PAL0405	3/7/2005	216	E	15	631000000	0.9	26.08
PAL0405	3/7/2005	216	E	30	232000000	1.09	21.96
PAL0405	3/7/2005	216	E	60	344000000	0.13	9.61
PAL0405	3/7/2005	217	B	0	608000000	1.75	43.41
PAL0405	3/7/2005	217	B	15	726000000	1.98	40.44
PAL0405	3/7/2005	217	B	30	522000000	1.06	25.69
PAL0405	3/7/2005	217	B	60	338000000	0.25	15.06
PAL0405	3/10/2005	232	E	0	1240000000	1.18	40.69
PAL0405	3/10/2005	232	E	15	709000000	1.25	40.48
PAL0405	3/10/2005	232	E	30	1250000000	0.82	38.86
PAL0405	3/10/2005	232	E	60	355000000	0.15	10.36
PAL0405	3/10/2005	233	B	0	906000000	1.85	51.96
PAL0405	3/10/2005	233	B	15	1410000000	1.84	60.41
PAL0405	3/10/2005	233	B	30	1280000000	1.5	46.14
PAL0405	3/10/2005	233	B	60	420000000	0.86	24.49
PAL0405	3/14/2005	246	E	0	1300000000	0.86	24.87
PAL0405	3/14/2005	246	E	15	1590000000	0.62	24.6
PAL0405	3/14/2005	246	E	30	1760000000	1.45	22.61
PAL0405	3/14/2005	246	E	60	399000000	0.45	9.34
PAL0405	3/14/2005	247	B	0	891000000	1.35	23.98
PAL0405	3/14/2005	247	B	15	932000000	1.57	25.65
PAL0405	3/14/2005	247	B	30	1170000000	1.03	19.66
PAL0405	3/14/2005	247	B	47	735000000	1	18.59
PAL0405	3/17/2005	253	E	0	899000000	0.58	19.11
PAL0405	3/17/2005	253	E	15	966000000	0.81	22.39
PAL0405	3/17/2005	253	E	30	971000000	0.37	18.41
PAL0405	3/17/2005	253	E	60	496000000	1.24	9.36
PAL0405	3/17/2005	254	B	0	642000000	0.69	16.49
PAL0405	3/17/2005	254	B	15	972000000	1.04	19.56
PAL0405	3/17/2005	254	B	30	741000000	0.74	12.14
PAL0405	3/17/2005	254	B	60	438000000	0.35	20.47
PAL0405	3/22/2005	265	E	0	-999	0.41	11.92
PAL0405	3/22/2005	265	E	15	-999	0.68	15.35
PAL0405	3/22/2005	265	E	30	-999	0.33	10.79
PAL0405	3/22/2005	265	E	60	-999	0.37	6.54
PAL0405	3/22/2005	266	B	0	-999	0.42	12.06
PAL0405	3/22/2005	266	B	15	-999	0.87	16.11
PAL0405	3/22/2005	266	B	30	-999	0.64	10.74
PAL0405	3/22/2005	266	B	60	-999	0.36	6.66
PAL0405	3/25/2005	267	E	0	1190000000	0.58	12.67
PAL0405	3/25/2005	267	E	15	1190000000	0.52	11.78
PAL0405	3/25/2005	267	E	30	1180000000	0.57	11.36
PAL0405	3/25/2005	267	E	60	904000000	0.51	7.5
PAL0405	3/25/2005	268	B	0	1030000000	1.04	16.07
PAL0405	3/25/2005	268	B	15	1140000000	1.24	15.05
PAL0405	3/25/2005	268	B	30	1080000000	0.93	11.64
PAL0405	3/25/2005	268	B	60	694000000	0.47	7.43
PAL0405	3/29/2005	276	E	0	1300000000	0.58	8.57
PAL0405	3/29/2005	276	E	15	1510000000	0.49	9.34
PAL0405	3/29/2005	276	E	30	1740000000	0.6	9.42
PAL0405	3/29/2005	276	E	60	1580000000	0.75	9.71
PAL0405	3/29/2005	277	B	0	1060000000	0.82	9.9
PAL0405	3/29/2005	277	B	15	1360000000	0.7	7.42
PAL0405	3/29/2005	277	B	30	1580000000	0.82	8.05
PAL0405	3/29/2005	277	B	60	1290000000	0.82	8.34
PAL0405	3/31/2005	278	E	0	1880000000	0.11	8.86
PAL0405	3/31/2005	278	E	15	1810000000	0.06	3.77
PAL0405	3/31/2005	278	E	30	1660000000	0.37	11.36
PAL0405	3/31/2005	278	E	60	1080000000	0.26	10.86
PAL0405	4/1/2005	279	B	0	1330000000	0.55	17.91
PAL0405	4/1/2005	279	B	15	1560000000	0.28	13.07
PAL0405	4/1/2005	279	B	30	1400000000	0.54	15.13
PAL0405	4/1/2005	279	B	60	1180000000	0.54	13.08
PAL0506	11/17/2005	17	B	0	824000000	0.59	22.44
PAL0506	11/17/2005	17	B	50	383000000	0.17	1.42
PAL0506	11/17/2005	17	A	0	854000000	0.88	13.82
PAL0506	11/17/2005	17	A	40	316000000	0.45	3.89
PAL0506	11/18/2005	24	E	0	594000000	0.57	14.96
PAL0506	11/18/2005	24	E	10	578000000	0.37	14.23
PAL0506	11/18/2005	24	E	25	515000000	0.24	7.34
PAL0506	11/18/2005	24	E	50	359000000	0.06	1.51
PAL0506	11/21/2005	29	E	0	368000000	0.21	2.45
PAL0506	11/21/2005	29	E	10	586000000	0.37	6.28
PAL0506	11/21/2005	29	E	25	1150000000	0.48	10
PAL0506	11/21/2005	29	E	50	412000000	0.25	12
PAL0506	11/21/2005	30	B	0	720000000	0.17	2.62
PAL0506	11/21/2005	30	B	10	732000000	0.23	7.85
PAL0506	11/21/2005	30	B	25	631000000	0.81	9.28
PAL0506	11/21/2005	30	B	50	450000000	0.33	10.69
PAL0506	11/24/2005	37	E	0	445000000	0.07	13.86
PAL0506	11/24/2005	37	E	10	786000000	0.3	11.31
PAL0506	11/24/2005	37	E	25	729000000	0.39	7.82
PAL0506	11/24/2005	37	E	50	451000000	0.12	2.48
PAL0506	11/24/2005	38	B	0	577000000	0.3	8.9
PAL0506	11/24/2005	38	B	10	788000000	0.78	11.22
PAL0506	11/24/2005	38	B	25	660000000	0.49	7.28
PAL0506	11/24/2005	38	B	50	566000000	0.35	3.15
PAL0506	11/28/2005	49	E	0	668000000	0.88	32.76
PAL0506	11/28/2005	49	E	10	802000000	1.08	22.32
PAL0506	11/28/2005	49	E	25	950000000	0.57	12.57
PAL0506	11/28/2005	49	E	50	417000000	0.22	2.64
PAL0506	11/28/2005	50	B	0	775000000	1.46	34.93
PAL0506	11/28/2005	50	B	10	1130000000	2.33	33.71
PAL0506	11/28/2005	50	B	25	1140000000	1.25	24.96
PAL0506	11/28/2005	50	B	50	571000000	0.21	3.13
PAL0506	12/3/2005	61	B	0	1130000000	0.16	16.7
PAL0506	12/3/2005	61	B	10	344000000	0.6	11.95
PAL0506	12/3/2005	61	B	20	718000000	0.62	12.13
PAL0506	12/3/2005	61	B	35	935000000	0.27	3.36
PAL0506	12/3/2005	61	B	50	413000000	0.22	2.77
PAL0506	12/3/2005	61	B	75	366000000	0	1.37
PAL0506	12/5/2005	62	E	0	557000000	0.07	4.3
PAL0506	12/5/2005	62	E	10	644000000	0.34	9.58
PAL0506	12/5/2005	62	E	20	804000000	0.07	5.28
PAL0506	12/5/2005	62	E	35	690000000	0.07	3.99
PAL0506	12/5/2005	62	E	50	530000000	0.18	2.91
PAL0506	12/5/2005	62	E	75	405000000	0.08	1.79
PAL0506	12/5/2005	63	B	0	740000000	0.37	9.07
PAL0506	12/5/2005	63	B	10	787000000	0.7	13.23
PAL0506	12/5/2005	63	B	20	803000000	0.85	9.44
PAL0506	12/5/2005	63	B	30	652000000	0.29	3.46
PAL0506	12/5/2005	63	B	40	473000000	0.22	2.28
PAL0506	12/5/2005	63	B	50	428000000	0.31	2
PAL0506	12/8/2005	80	E	0	409000000	0.05	0.89
PAL0506	12/8/2005	80	E	10	503000000	0.25	10.78
PAL0506	12/8/2005	80	E	20	442000000	0.62	8.95
PAL0506	12/8/2005	80	E	35	358000000	0.54	5.02
PAL0506	12/8/2005	80	E	50	294000000	0.22	2.3
PAL0506	12/8/2005	80	E	75	242000000	0.11	1.7
PAL0506	12/8/2005	81	B	0	411000000	0.14	2.74
PAL0506	12/8/2005	81	B	10	485000000	0.82	9.08
PAL0506	12/8/2005	81	B	20	256000000	0.71	8.15
PAL0506	12/8/2005	81	B	30	124000000	0.44	4.76
PAL0506	12/8/2005	81	B	40	331000000	0.32	4.14
PAL0506	12/8/2005	81	B	50	338000000	0.3	3.03
PAL0506	12/13/2005	86	B	0	447000000	0.04	5.19
PAL0506	12/13/2005	86	B	10	701000000	0.45	14.38
PAL0506	12/13/2005	86	B	20	584000000	0.53	15.29
PAL0506	12/13/2005	86	B	30	543000000	0.62	14.8
PAL0506	12/13/2005	86	B	40	527000000	0.64	11.08
PAL0506	12/13/2005	86	B	50	514000000	0.63	10.04
PAL0506	12/21/2005	102	A	0	541000000	0.4	26.19
PAL0506	12/21/2005	102	E	15	511000000	0.7	9.97
PAL0506	12/23/2005	112	B	0	624000000	0.68	24.39
PAL0506	12/23/2005	112	B	10	809000000	1.02	24.84
PAL0506	12/23/2005	112	B	20	504000000	0.85	11.19
PAL0506	12/23/2005	112	B	50	409000000	0.32	4.64
PAL0506	12/25/2005	116	E	0	1420000000	0.25	30.78
PAL0506	12/25/2005	116	E	10	1120000000	1.35	44.56
PAL0506	12/25/2005	116	E	20	594000000	0.99	28.4
PAL0506	12/25/2005	116	E	35	660000000	0.53	12.39
PAL0506	12/25/2005	116	E	50	435000000	0.23	3.11
PAL0506	12/25/2005	116	E	75	382000000	0.16	2.62
PAL0506	12/27/2005	134	E	0	1410000000	0.55	22.12
PAL0506	12/27/2005	134	E	10	1190000000	0.71	31.97
PAL0506	12/27/2005	134	E	20	874000000	0.76	32.11
PAL0506	12/27/2005	134	E	35	582000000	0.96	25.16
PAL0506	12/27/2005	134	E	50	512000000	0.52	9.56
PAL0506	12/27/2005	134	E	75	364000000	0.24	3.03
PAL0506	12/27/2005	135	B	0	1660000000	1.21	51.66
PAL0506	12/27/2005	135	B	10	1550000000	1.26	47.57
PAL0506	12/27/2005	135	B	20	1010000000	1.58	37.2
PAL0506	12/27/2005	135	B	30	840000000	1.8	34.19
PAL0506	12/27/2005	135	B	40	687000000	2.76	48.61
PAL0506	12/27/2005	135	B	50	599000000	0.99	14.82
PAL0506	12/30/2005	140	E	0	1280000000	2.11	20.05
PAL0506	12/30/2005	140	E	10	1010000000	1.73	34.08
PAL0506	12/30/2005	140	E	20	967000000	1.32	34.88
PAL0506	12/30/2005	140	E	35	-999	1.42	34.47
PAL0506	12/30/2005	140	E	50	779000000	0.74	9.48
PAL0506	12/30/2005	140	E	75	548000000	0.24	4.17
PAL0506	12/31/2005	145	B	0	580000000	0.86	21.49
PAL0506	12/31/2005	145	B	10	784000000	1	30.87
PAL0506	12/31/2005	145	B	20	1060000000	1.32	35.47
PAL0506	12/31/2005	145	B	30	805000000	1.22	31.85
PAL0506	12/31/2005	145	B	40	675000000	0.72	28.43
PAL0506	12/31/2005	145	B	50	642000000	1.29	20.32
PAL0506	1/2/2006	149	E	0	505000000	0.23	12.94
PAL0506	1/2/2006	149	E	10	591000000	0.5	17.76
PAL0506	1/2/2006	149	E	20	841000000	0.41	19.47
PAL0506	1/2/2006	149	E	35	510000000	0.5	20.39
PAL0506	1/2/2006	149	E	50	538000000	0.71	6.79
PAL0506	1/2/2006	149	E	75	431000000	0.17	2.67
PAL0506	1/2/2006	149	B	0	401000000	1.52	20.35
PAL0506	1/2/2006	149	B	10	758000000	1.25	45.28
PAL0506	1/2/2006	149	B	20	638000000	1.54	38.08
PAL0506	1/2/2006	149	B	30	602000000	1.45	32.36
PAL0506	1/2/2006	149	B	40	652000000	1.6	21.02
PAL0506	1/2/2006	149	B	50	746000000	0.81	12.76
PAL0506	1/5/2006	154	E	0	723000000	1.42	9.21
PAL0506	1/5/2006	154	E	10	1230000000	1.64	39.44
PAL0506	1/5/2006	154	E	20	660000000	1.76	28.36
PAL0506	1/5/2006	154	E	35	769000000	0.9	16.09
PAL0506	1/5/2006	154	E	50	570000000	0.46	7.46
PAL0506	1/5/2006	154	E	75	528000000	0.18	2.93
PAL0506	1/5/2006	161	B	0	1110000000	1.17	36.97
PAL0506	1/5/2006	161	B	10	651000000	2.07	25.89
PAL0506	1/5/2006	161	B	20	702000000	1.54	33.82
PAL0506	1/5/2006	161	B	30	771000000	1.32	19.85
PAL0506	1/5/2006	161	B	40	816000000	0.47	8.7
PAL0506	1/5/2006	161	B	50	597000000	0.71	10.22
PAL0506	1/9/2006	163	E	0	94700000	2.18	31.88
PAL0506	1/9/2006	163	E	10	707000000	1.83	43.86
PAL0506	1/9/2006	163	E	30	670000000	1.17	15.07
PAL0506	1/9/2006	163	E	50	349000000	0.54	3.79
PAL0506	1/9/2006	164	B	0	905000000	2.39	87.99
PAL0506	1/9/2006	164	B	10	1010000000	2.71	62.2
PAL0506	1/9/2006	164	B	30	721000000	0.77	12.02
PAL0506	1/9/2006	164	B	50	583000000	0.61	7.42
PAL0506	1/12/2006	174	E	0	1020000000	0.86	55.55
PAL0506	1/12/2006	174	E	10	613000000	1.37	43.05
PAL0506	1/12/2006	174	E	30	675000000	0.54	13.23
PAL0506	1/12/2006	174	E	50	483000000	0.29	7.39
PAL0506	1/12/2006	175	B	0	1100000000	2.5	78.15
PAL0506	1/12/2006	175	B	10	1120000000	4.12	113.38
PAL0506	1/12/2006	175	B	30	815000000	1.32	15.36
PAL0506	1/12/2006	175	B	50	556000000	0.49	8.06
PAL0506	1/16/2006	185	E	0	1180000000	1.3	31.96
PAL0506	1/16/2006	185	E	10	1330000000	3.02	57.34
PAL0506	1/16/2006	185	E	30	599000000	0.52	2.61
PAL0506	1/16/2006	185	E	50	480000000	0.42	5.01
PAL0506	1/16/2006	186	B	0	1320000000	1.38	53.96
PAL0506	1/16/2006	186	B	10	915000000	2.17	59.41
PAL0506	1/16/2006	186	B	30	866000000	0.5	10.5
PAL0506	1/16/2006	186	B	50	582000000	0.48	8.67
PAL0506	1/19/2006	196	E	0	454000000	1.6	24.21
PAL0506	1/19/2006	196	E	10	805000000	1.8	35.03
PAL0506	1/19/2006	196	E	30	683000000	1.07	13.89
PAL0506	1/19/2006	196	E	50	540000000	0.42	7.91
PAL0506	1/19/2006	197	B	0	1320000000	0.85	57.98
PAL0506	1/19/2006	197	B	10	980000000	1.64	63.62
PAL0506	1/19/2006	197	B	30	812000000	0.75	19.85
PAL0506	1/19/2006	197	B	50	610000000	0.38	6.58
PAL0506	1/24/2006	205	E	0	311000000	0.55	18.39
PAL0506	1/24/2006	205	E	10	312000000	0.59	29.76
PAL0506	1/24/2006	205	E	30	313000000	0.13	16.76
PAL0506	1/24/2006	205	E	50	387000000	0.32	9.17
PAL0506	1/24/2006	206	B	0	325000000	1.32	45.71
PAL0506	1/24/2006	206	B	10	407000000	1	43.05
PAL0506	1/24/2006	206	B	30	375000000	0.8	26.2
PAL0506	1/24/2006	206	B	50	439000000	0.87	17.09
PAL0506	1/27/2006	213	E	0	264000000	1.6	21.49
PAL0506	1/27/2006	213	E	10	280000000	1.31	32.31
PAL0506	1/27/2006	213	E	30	297000000	1.11	18.86
PAL0506	1/27/2006	213	E	50	264000000	0.56	9.42
PAL0506	1/27/2006	214	B	0	395000000	1.72	53.37
PAL0506	1/27/2006	214	B	10	356000000	0.93	46.24
PAL0506	1/27/2006	214	B	30	375000000	0.54	19.28
PAL0506	1/27/2006	214	B	50	596000000	0.67	16.83
PAL0506	1/30/2006	222	E	0	546000000	0.6	22.62
PAL0506	1/30/2006	222	E	10	570000000	1.03	51.15
PAL0506	1/30/2006	222	E	30	536000000	0.6	9.91
PAL0506	1/30/2006	222	E	50	373000000	0.19	4.38
PAL0506	1/30/2006	223	B	0	746000000	1.01	41.38
PAL0506	1/30/2006	223	B	10	713000000	1.09	48.72
PAL0506	1/30/2006	223	B	30	618000000	0.43	12.63
PAL0506	1/30/2006	223	B	50	616000000	0.57	10.22
PAL0506	2/2/2006	236	E	0	937000000	0.48	37.92
PAL0506	2/2/2006	236	E	10	506000000	0.64	38.73
PAL0506	2/2/2006	236	E	30	422000000	0.39	15.56
PAL0506	2/2/2006	236	E	50	414000000	0.26	6.92
PAL0506	2/2/2006	237	B	0	1560000000	1.6	95.44
PAL0506	2/2/2006	237	B	10	1740000000	2.3	106.05
PAL0506	2/2/2006	237	B	30	789000000	0.46	17.5
PAL0506	2/2/2006	237	B	50	640000000	0.42	9.76
PAL0506	2/7/2006	244	B	0	2660000000	1.73	81.11
PAL0506	2/7/2006	244	B	10	2940000000	2.38	96.61
PAL0506	2/7/2006	244	B	20	2800000000	3.02	102.83
PAL0506	2/7/2006	244	B	30	2740000000	3.2	77.37
PAL0506	2/7/2006	244	B	40	2430000000	3.59	80.19
PAL0506	2/7/2006	244	B	50	1880000000	0.83	39.93
PAL0506	2/10/2006	251	E	0	2410000000	0.97	49.51
PAL0506	2/10/2006	251	E	10	2640000000	2.09	71.85
PAL0506	2/10/2006	251	E	20	2710000000	2.51	67.54
PAL0506	2/10/2006	251	E	35	2210000000	1.96	68.28
PAL0506	2/10/2006	251	E	50	1570000000	1.57	40.56
PAL0506	2/10/2006	251	E	75	967000000	0.34	8.63
PAL0506	2/10/2006	252	B	0	1790000000	3.84	95.44
PAL0506	2/10/2006	252	B	10	2060000000	3.65	85.24
PAL0506	2/10/2006	252	B	20	2200000000	4.45	86.52
PAL0506	2/10/2006	252	B	30	2010000000	2.24	74.97
PAL0506	2/10/2006	252	B	40	1960000000	3.11	58.07
PAL0506	2/10/2006	252	B	50	1260000000	1.78	29.59
PAL0506	2/13/2006	261	E	0	1350000000	0.83	70.18
PAL0506	2/13/2006	261	E	10	769000000	1.39	52.57
PAL0506	2/13/2006	261	E	20	825000000	1.67	47.11
PAL0506	2/13/2006	261	E	35	897000000	2.03	51.4
